component_id	namespace	accession	evidence_type	confidence	source	notes
COMP_GLUCOSIDASE	CAZY	GH13	sequence_family	ambiguous	CAZy via dbCAN db_v5-2-9_5-5-2026 fam-substrate-mapping, retrieved 2026-08-18	Family carries 34 distinct characterised activities in dbCAN.
COMP_GLUCOSIDASE	CAZY	GH31	sequence_family	ambiguous	CAZy via dbCAN db_v5-2-9_5-5-2026 fam-substrate-mapping, retrieved 2026-08-18	Family carries 14 distinct characterised activities in dbCAN.
COMP_GLUCOSIDASE	CAZY	GH4	sequence_family	ambiguous	CAZy via dbCAN db_v5-2-9_5-5-2026 fam-substrate-mapping, retrieved 2026-08-18	Family carries 7 distinct characterised activities in dbCAN.
COMP_GLUCOSIDASE	CAZY	GH63	sequence_family	ambiguous	CAZy via dbCAN db_v5-2-9_5-5-2026 fam-substrate-mapping, retrieved 2026-08-18	Family carries 5 distinct characterised activities in dbCAN.
COMP_GLUCOSIDASE	CAZY	GH76	sequence_family	high-confidence	CAZy via dbCAN db_v5-2-9_5-5-2026 fam-substrate-mapping, retrieved 2026-08-18	Family carries 2 distinct characterised activities in dbCAN.
COMP_GLUCOSIDASE	CAZY	GH97	sequence_family	ambiguous	CAZy via dbCAN db_v5-2-9_5-5-2026 fam-substrate-mapping, retrieved 2026-08-18	Family carries 5 distinct characterised activities in dbCAN.
COMP_DEACETYL	KO	K05972	orthology	curated	KEGG orthology, verified 2026-08-18	
COMP_DEACETYL	CAZY	CE1	sequence_family	ambiguous	CAZy via dbCAN db_v5-2-9_5-5-2026 fam-substrate-mapping, retrieved 2026-08-18	Family carries 5 distinct characterised activities in dbCAN.
COMP_DEACETYL	CAZY	CE2	sequence_family	high-confidence	CAZy via dbCAN db_v5-2-9_5-5-2026 fam-substrate-mapping, retrieved 2026-08-18	Family carries 3 distinct characterised activities in dbCAN.
COMP_DEACETYL	CAZY	CE3	sequence_family	high-confidence	CAZy via dbCAN db_v5-2-9_5-5-2026 fam-substrate-mapping, retrieved 2026-08-18	Family carries 2 distinct characterised activities in dbCAN.
COMP_DEACETYL	CAZY	CE4	sequence_family	ambiguous	CAZy via dbCAN db_v5-2-9_5-5-2026 fam-substrate-mapping, retrieved 2026-08-18	Family carries 6 distinct characterised activities in dbCAN.
COMP_DEACETYL	CAZY	CE5	sequence_family	high-confidence	CAZy via dbCAN db_v5-2-9_5-5-2026 fam-substrate-mapping, retrieved 2026-08-18	Family carries 3 distinct characterised activities in dbCAN.
COMP_DEACETYL	CAZY	CE6	sequence_family	curated	CAZy via dbCAN db_v5-2-9_5-5-2026 fam-substrate-mapping, retrieved 2026-08-18	Family carries 1 characterised activity in dbCAN.
COMP_DEACETYL	CAZY	CE7	sequence_family	high-confidence	CAZy via dbCAN db_v5-2-9_5-5-2026 fam-substrate-mapping, retrieved 2026-08-18	Family carries 3 distinct characterised activities in dbCAN.
COMP_DEACETYL	CAZY	CE12	sequence_family	high-confidence	CAZy via dbCAN db_v5-2-9_5-5-2026 fam-substrate-mapping, retrieved 2026-08-18	Family carries 3 distinct characterised activities in dbCAN.
COMP_XYLANASE	CAZY	GH10_e0	sequence_subfamily	high-confidence	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	6 of 6 EC-annotated members carry EC 3.2.1.8 (100%).
COMP_XYLANASE	CAZY	GH10_e10	sequence_subfamily	high-confidence	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	5 of 5 EC-annotated members carry EC 3.2.1.8 (100%).
COMP_XYLANASE	CAZY	GH10_e101	sequence_subfamily	high-confidence	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	9 of 9 EC-annotated members carry EC 3.2.1.8 (100%).
COMP_XYLANASE	CAZY	GH10_e103	sequence_subfamily	high-confidence	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	5 of 5 EC-annotated members carry EC 3.2.1.8 (100%).
COMP_XYLANASE	CAZY	GH10_e105	sequence_subfamily	high-confidence	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	4 of 4 EC-annotated members carry EC 3.2.1.8 (100%).
COMP_XYLANASE	CAZY	GH10_e109	sequence_subfamily	ambiguous	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	2 of 2 EC-annotated members carry EC 3.2.1.8 (100%).
COMP_XYLANASE	CAZY	GH10_e112	sequence_subfamily	ambiguous	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	2 of 2 EC-annotated members carry EC 3.2.1.8 (100%).
COMP_XYLANASE	CAZY	GH10_e118	sequence_subfamily	high-confidence	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	5 of 7 EC-annotated members carry EC 3.2.1.8 (71%); contains CAZy subfamily GH43_16.
COMP_XYLANASE	CAZY	GH10_e12	sequence_subfamily	high-confidence	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	8 of 11 EC-annotated members carry EC 3.2.1.8 (73%); contains CAZy subfamily GH43_12.
COMP_XYLANASE	CAZY	GH10_e130	sequence_subfamily	high-confidence	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	8 of 8 EC-annotated members carry EC 3.2.1.8 (100%).
COMP_XYLANASE	CAZY	GH10_e134	sequence_subfamily	high-confidence	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	3 of 3 EC-annotated members carry EC 3.2.1.8 (100%).
COMP_XYLANASE	CAZY	GH10_e135	sequence_subfamily	curated	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	22 of 22 EC-annotated members carry EC 3.2.1.8 (100%); contains CAZy subfamily GH43_12.
COMP_XYLANASE	CAZY	GH10_e137	sequence_subfamily	ambiguous	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	2 of 2 EC-annotated members carry EC 3.2.1.8 (100%).
COMP_XYLANASE	CAZY	GH10_e141	sequence_subfamily	high-confidence	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	29 of 34 EC-annotated members carry EC 3.2.1.8 (85%); contains CAZy subfamily GH43_16;GH5_1.
COMP_XYLANASE	CAZY	GH10_e143	sequence_subfamily	high-confidence	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	5 of 5 EC-annotated members carry EC 3.2.1.8 (100%).
COMP_XYLANASE	CAZY	GH10_e144	sequence_subfamily	ambiguous	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	2 of 2 EC-annotated members carry EC 3.2.1.8 (100%).
COMP_XYLANASE	CAZY	GH10_e148	sequence_subfamily	ambiguous	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	2 of 2 EC-annotated members carry EC 3.2.1.8 (100%).
COMP_XYLANASE	CAZY	GH10_e170	sequence_subfamily	high-confidence	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	3 of 3 EC-annotated members carry EC 3.2.1.8 (100%).
COMP_XYLANASE	CAZY	GH10_e188	sequence_subfamily	ambiguous	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	2 of 2 EC-annotated members carry EC 3.2.1.8 (100%).
COMP_XYLANASE	CAZY	GH10_e19	sequence_subfamily	high-confidence	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	6 of 6 EC-annotated members carry EC 3.2.1.8 (100%).
COMP_XYLANASE	CAZY	GH10_e191	sequence_subfamily	ambiguous	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	2 of 2 EC-annotated members carry EC 3.2.1.8 (100%).
COMP_XYLANASE	CAZY	GH10_e20	sequence_subfamily	ambiguous	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	2 of 2 EC-annotated members carry EC 3.2.1.8 (100%).
COMP_XYLANASE	CAZY	GH10_e204	sequence_subfamily	ambiguous	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	2 of 2 EC-annotated members carry EC 3.2.1.8 (100%).
COMP_XYLANASE	CAZY	GH10_e21	sequence_subfamily	curated	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	13 of 13 EC-annotated members carry EC 3.2.1.8 (100%).
COMP_XYLANASE	CAZY	GH10_e225	sequence_subfamily	ambiguous	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	2 of 2 EC-annotated members carry EC 3.2.1.8 (100%).
COMP_XYLANASE	CAZY	GH10_e25	sequence_subfamily	high-confidence	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	3 of 3 EC-annotated members carry EC 3.2.1.8 (100%).
COMP_XYLANASE	CAZY	GH10_e250	sequence_subfamily	ambiguous	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	4 of 6 EC-annotated members carry EC 3.2.1.8 (67%); contains CAZy subfamily GH5_1.
COMP_XYLANASE	CAZY	GH10_e3	sequence_subfamily	curated	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	15 of 15 EC-annotated members carry EC 3.2.1.8 (100%).
COMP_XYLANASE	CAZY	GH10_e30	sequence_subfamily	high-confidence	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	3 of 3 EC-annotated members carry EC 3.2.1.8 (100%).
COMP_XYLANASE	CAZY	GH10_e38	sequence_subfamily	high-confidence	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	3 of 3 EC-annotated members carry EC 3.2.1.8 (100%).
COMP_XYLANASE	CAZY	GH10_e40	sequence_subfamily	curated	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	31 of 31 EC-annotated members carry EC 3.2.1.8 (100%).
COMP_XYLANASE	CAZY	GH10_e43	sequence_subfamily	high-confidence	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	3 of 3 EC-annotated members carry EC 3.2.1.8 (100%).
COMP_XYLANASE	CAZY	GH10_e5	sequence_subfamily	high-confidence	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	4 of 4 EC-annotated members carry EC 3.2.1.8 (100%).
COMP_XYLANASE	CAZY	GH10_e50	sequence_subfamily	high-confidence	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	4 of 4 EC-annotated members carry EC 3.2.1.8 (100%).
COMP_XYLANASE	CAZY	GH10_e52	sequence_subfamily	ambiguous	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	6 of 9 EC-annotated members carry EC 3.2.1.8 (67%).
COMP_XYLANASE	CAZY	GH10_e53	sequence_subfamily	high-confidence	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	6 of 6 EC-annotated members carry EC 3.2.1.8 (100%).
COMP_XYLANASE	CAZY	GH10_e58	sequence_subfamily	high-confidence	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	3 of 3 EC-annotated members carry EC 3.2.1.8 (100%).
COMP_XYLANASE	CAZY	GH10_e6	sequence_subfamily	high-confidence	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	9 of 9 EC-annotated members carry EC 3.2.1.8 (100%).
COMP_XYLANASE	CAZY	GH10_e60	sequence_subfamily	high-confidence	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	9 of 9 EC-annotated members carry EC 3.2.1.8 (100%).
COMP_XYLANASE	CAZY	GH10_e64	sequence_subfamily	curated	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	44 of 44 EC-annotated members carry EC 3.2.1.8 (100%).
COMP_XYLANASE	CAZY	GH10_e67	sequence_subfamily	high-confidence	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	3 of 3 EC-annotated members carry EC 3.2.1.8 (100%).
COMP_XYLANASE	CAZY	GH10_e75	sequence_subfamily	high-confidence	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	5 of 5 EC-annotated members carry EC 3.2.1.8 (100%).
COMP_XYLANASE	CAZY	GH10_e77	sequence_subfamily	high-confidence	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	7 of 7 EC-annotated members carry EC 3.2.1.8 (100%).
COMP_XYLANASE	CAZY	GH10_e78	sequence_subfamily	ambiguous	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	2 of 2 EC-annotated members carry EC 3.2.1.8 (100%).
COMP_XYLANASE	CAZY	GH10_e8	sequence_subfamily	high-confidence	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	3 of 3 EC-annotated members carry EC 3.2.1.8 (100%); contains CAZy subfamily GH43_16.
COMP_XYLANASE	CAZY	GH10_e83	sequence_subfamily	curated	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	21 of 21 EC-annotated members carry EC 3.2.1.8 (100%); contains CAZy subfamily GH43_1;GH43_12.
COMP_XYLANASE	CAZY	GH10_e85	sequence_subfamily	high-confidence	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	3 of 3 EC-annotated members carry EC 3.2.1.8 (100%).
COMP_XYLANASE	CAZY	GH10_e88	sequence_subfamily	high-confidence	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	5 of 5 EC-annotated members carry EC 3.2.1.8 (100%).
COMP_XYLANASE	CAZY	GH10_e90	sequence_subfamily	curated	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	32 of 32 EC-annotated members carry EC 3.2.1.8 (100%).
COMP_XYLANASE	CAZY	GH10_e96	sequence_subfamily	high-confidence	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	6 of 6 EC-annotated members carry EC 3.2.1.8 (100%).
COMP_XYLANASE	CAZY	GH10_e97	sequence_subfamily	ambiguous	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	2 of 2 EC-annotated members carry EC 3.2.1.8 (100%).
COMP_XYLANASE	CAZY	GH10_e98	sequence_subfamily	curated	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	28 of 28 EC-annotated members carry EC 3.2.1.8 (100%).
COMP_XYLANASE	CAZY	GH11_e0	sequence_subfamily	curated	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	20 of 20 EC-annotated members carry EC 3.2.1.8 (100%).
COMP_XYLANASE	CAZY	GH11_e10	sequence_subfamily	high-confidence	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	3 of 3 EC-annotated members carry EC 3.2.1.8 (100%).
COMP_XYLANASE	CAZY	GH11_e11	sequence_subfamily	curated	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	59 of 59 EC-annotated members carry EC 3.2.1.8 (100%).
COMP_XYLANASE	CAZY	GH11_e13	sequence_subfamily	high-confidence	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	3 of 3 EC-annotated members carry EC 3.2.1.8 (100%).
COMP_XYLANASE	CAZY	GH11_e14	sequence_subfamily	curated	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	29 of 29 EC-annotated members carry EC 3.2.1.8 (100%).
COMP_XYLANASE	CAZY	GH11_e15	sequence_subfamily	curated	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	104 of 104 EC-annotated members carry EC 3.2.1.8 (100%).
COMP_XYLANASE	CAZY	GH11_e16	sequence_subfamily	high-confidence	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	3 of 3 EC-annotated members carry EC 3.2.1.8 (100%).
COMP_XYLANASE	CAZY	GH11_e17	sequence_subfamily	curated	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	12 of 12 EC-annotated members carry EC 3.2.1.8 (100%).
COMP_XYLANASE	CAZY	GH11_e2	sequence_subfamily	curated	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	12 of 12 EC-annotated members carry EC 3.2.1.8 (100%).
COMP_XYLANASE	CAZY	GH11_e20	sequence_subfamily	high-confidence	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	3 of 3 EC-annotated members carry EC 3.2.1.8 (100%).
COMP_XYLANASE	CAZY	GH11_e22	sequence_subfamily	curated	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	66 of 71 EC-annotated members carry EC 3.2.1.8 (93%).
COMP_XYLANASE	CAZY	GH11_e23	sequence_subfamily	curated	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	18 of 18 EC-annotated members carry EC 3.2.1.8 (100%); contains CAZy subfamily GH5_53.
COMP_XYLANASE	CAZY	GH11_e24	sequence_subfamily	high-confidence	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	6 of 6 EC-annotated members carry EC 3.2.1.8 (100%).
COMP_XYLANASE	CAZY	GH11_e39	sequence_subfamily	high-confidence	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	3 of 3 EC-annotated members carry EC 3.2.1.8 (100%).
COMP_XYLANASE	CAZY	GH11_e42	sequence_subfamily	high-confidence	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	3 of 3 EC-annotated members carry EC 3.2.1.8 (100%); contains CAZy subfamily GH5_53.
COMP_XYLANASE	CAZY	GH11_e5	sequence_subfamily	high-confidence	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	10 of 12 EC-annotated members carry EC 3.2.1.8 (83%); contains CAZy subfamily GH16_21.
COMP_XYLANASE	CAZY	GH11_e7	sequence_subfamily	curated	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	37 of 37 EC-annotated members carry EC 3.2.1.8 (100%).
COMP_XYLANASE	CAZY	GH11_e8	sequence_subfamily	curated	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	66 of 66 EC-annotated members carry EC 3.2.1.8 (100%).
COMP_XYLANASE	CAZY	GH16_e14	sequence_subfamily	ambiguous	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	2 of 53 EC-annotated members carry EC 3.2.1.8 (4%); contains CAZy subfamily GH16_21.
COMP_XYLANASE	CAZY	GH26_e54	sequence_subfamily	ambiguous	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	2 of 5 EC-annotated members carry EC 3.2.1.8 (40%); contains CAZy subfamily GH5_25.
COMP_XYLANASE	CAZY	GH30_e138	sequence_subfamily	ambiguous	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	2 of 2 EC-annotated members carry EC 3.2.1.8 (100%); contains CAZy subfamily GH30_7.
COMP_XYLANASE	CAZY	GH30_e145	sequence_subfamily	ambiguous	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	2 of 2 EC-annotated members carry EC 3.2.1.8 (100%); contains CAZy subfamily GH30_8;GH43_10.
COMP_XYLANASE	CAZY	GH30_e48	sequence_subfamily	ambiguous	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	2 of 5 EC-annotated members carry EC 3.2.1.8 (40%); contains CAZy subfamily GH30_7.
COMP_XYLANASE	CAZY	GH30_e78	sequence_subfamily	ambiguous	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	16 of 24 EC-annotated members carry EC 3.2.1.8 (67%); contains CAZy subfamily GH30_8.
COMP_XYLANASE	CAZY	GH43_e261	sequence_subfamily	ambiguous	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	2 of 15 EC-annotated members carry EC 3.2.1.8 (13%); contains CAZy subfamily GH43_10;GH43_16;GH43_34.
COMP_XYLANASE	CAZY	GH5_e130	sequence_subfamily	ambiguous	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	2 of 2 EC-annotated members carry EC 3.2.1.8 (100%); contains CAZy subfamily GH5_21.
COMP_XYLANASE	CAZY	GH5_e141	sequence_subfamily	ambiguous	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	2 of 29 EC-annotated members carry EC 3.2.1.8 (7%); contains CAZy subfamily GH5_4.
COMP_XYLANASE	CAZY	GH5_e243	sequence_subfamily	ambiguous	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	2 of 2 EC-annotated members carry EC 3.2.1.8 (100%); contains CAZy subfamily GH43_10;GH5_21.
COMP_XYLANASE	CAZY	GH5_e29	sequence_subfamily	ambiguous	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	4 of 11 EC-annotated members carry EC 3.2.1.8 (36%); contains CAZy subfamily GH5_4.
COMP_XYLANASE	CAZY	GH5_e319	sequence_subfamily	ambiguous	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	2 of 4 EC-annotated members carry EC 3.2.1.8 (50%); contains CAZy subfamily GH5_4.
COMP_XYLANASE	CAZY	GH5_e55	sequence_subfamily	ambiguous	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	2 of 21 EC-annotated members carry EC 3.2.1.8 (10%); contains CAZy subfamily GH5_4.
COMP_XYLANASE	CAZY	GH5_e77	sequence_subfamily	ambiguous	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	2 of 8 EC-annotated members carry EC 3.2.1.8 (25%); contains CAZy subfamily GH5_25;GH5_39.
COMP_XYLANASE	CAZY	GH51_e9	sequence_subfamily	ambiguous	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	2 of 6 EC-annotated members carry EC 3.2.1.8 (33%).
COMP_XYLANASE	CAZY	GH8_e19	sequence_subfamily	ambiguous	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	6 of 11 EC-annotated members carry EC 3.2.1.8 (55%).
COMP_XYLANASE	CAZY	GH8_e37	sequence_subfamily	ambiguous	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	3 of 5 EC-annotated members carry EC 3.2.1.8 (60%); contains CAZy subfamily GH5_55.
COMP_XYLANASE	CAZY	GH8_e9	sequence_subfamily	high-confidence	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	4 of 4 EC-annotated members carry EC 3.2.1.8 (100%).
COMP_XYLANASE	CAZY	GH9_e16	sequence_subfamily	ambiguous	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	5 of 19 EC-annotated members carry EC 3.2.1.8 (26%).
COMP_XYLANASE	CAZY	GH98_e0	sequence_subfamily	ambiguous	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	2 of 2 EC-annotated members carry EC 3.2.1.8 (100%).
COMP_XYLOSIDASE	CAZY	GH120_e0	sequence_subfamily	high-confidence	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	3 of 3 EC-annotated members carry EC 3.2.1.37 (100%).
COMP_XYLOSIDASE	CAZY	GH3_e0	sequence_subfamily	high-confidence	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	92 of 131 EC-annotated members carry EC 3.2.1.37 (70%).
COMP_XYLOSIDASE	CAZY	GH3_e165	sequence_subfamily	ambiguous	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	3 of 39 EC-annotated members carry EC 3.2.1.37 (8%).
COMP_XYLOSIDASE	CAZY	GH3_e21	sequence_subfamily	high-confidence	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	8 of 8 EC-annotated members carry EC 3.2.1.37 (100%).
COMP_XYLOSIDASE	CAZY	GH3_e32	sequence_subfamily	ambiguous	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	4 of 14 EC-annotated members carry EC 3.2.1.37 (29%).
COMP_XYLOSIDASE	CAZY	GH3_e50	sequence_subfamily	high-confidence	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	4 of 4 EC-annotated members carry EC 3.2.1.37 (100%).
COMP_XYLOSIDASE	CAZY	GH3_e73	sequence_subfamily	curated	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	31 of 31 EC-annotated members carry EC 3.2.1.37 (100%).
COMP_XYLOSIDASE	CAZY	GH3_e88	sequence_subfamily	high-confidence	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	15 of 18 EC-annotated members carry EC 3.2.1.37 (83%).
COMP_XYLOSIDASE	CAZY	GH39_e131	sequence_subfamily	ambiguous	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	2 of 2 EC-annotated members carry EC 3.2.1.37 (100%).
COMP_XYLOSIDASE	CAZY	GH39_e264	sequence_subfamily	ambiguous	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	2 of 2 EC-annotated members carry EC 3.2.1.37 (100%).
COMP_XYLOSIDASE	CAZY	GH39_e57	sequence_subfamily	high-confidence	CAZy subfamily via dbCAN-sub db_v5-2-9_5-5-2026 HMM profiles, derived 2026-08-18	3 of 3 EC-annotated members carry EC 3.2.1.37 (100%).
